issue,draw_date,sales_amount,one,two,three
2011318,2011-11-21,"60,957,392",1,1,6
2011317,2011-11-20,"60,024,322",1,3,4
2011316,2011-11-19,"59,613,992",9,3,3
2011315,2011-11-18,"64,335,728",3,3,0
2011314,2011-11-17,"64,554,114",7,0,8
2011313,2011-11-16,"67,016,220",1,8,0
2011312,2011-11-15,"64,525,772",0,6,8
2011311,2011-11-14,"63,731,432",5,3,9
2011310,2011-11-13,"62,350,488",4,6,9
2011309,2011-11-12,"60,284,558",2,6,8
2011308,2011-11-11,"65,664,776",4,3,3
2011307,2011-11-10,"60,930,812",2,6,1
2011306,2011-11-09,"57,794,656",7,5,4
2011305,2011-11-08,"63,007,520",0,1,0
2011304,2011-11-07,"63,260,654",3,5,0
2011303,2011-11-06,"59,672,500",3,8,5
2011302,2011-11-05,"61,355,074",1,7,1
2011301,2011-11-04,"62,721,576",9,4,7
2011300,2011-11-03,"62,568,806",8,3,8
2011299,2011-11-02,"62,953,074",5,6,7
2011298,2011-11-01,"63,783,316",8,7,2
2011297,2011-10-31,"61,582,436",0,4,2
2011296,2011-10-30,"62,203,032",7,6,6
2011295,2011-10-29,"59,717,360",6,2,4
2011294,2011-10-28,"63,034,960",7,1,7
2011293,2011-10-27,"61,252,714",0,9,8
2011292,2011-10-26,"61,834,050",9,6,1
2011291,2011-10-25,"60,882,884",3,1,0
2011290,2011-10-24,"59,323,368",2,4,0
2011289,2011-10-23,"55,815,836",4,5,5
2011288,2011-10-22,"67,939,222",4,2,2
2011287,2011-10-21,"69,228,986",4,2,9
2011286,2011-10-20,"67,121,568",5,3,1
2011285,2011-10-19,"67,872,314",6,3,2
2011284,2011-10-18,"66,466,016",9,0,2
2011283,2011-10-17,"65,271,806",4,3,6
2011282,2011-10-16,"62,388,026",7,5,3
2011281,2011-10-15,"61,377,194",4,8,1
2011280,2011-10-14,"63,727,724",5,6,7
2011279,2011-10-13,"60,272,786",2,4,1
2011278,2011-10-12,"62,224,084",0,8,7
2011277,2011-10-11,"60,875,628",2,6,5
2011276,2011-10-10,"60,762,116",5,0,9
2011275,2011-10-09,"59,148,368",3,6,0
2011274,2011-10-08,"61,593,396",3,4,2
2011273,2011-10-07,"57,510,660",4,1,6
2011272,2011-10-06,"56,509,138",6,4,3
2011271,2011-10-05,"56,500,082",3,5,5
2011270,2011-10-04,"54,663,320",1,3,9
2011269,2011-10-03,"54,755,936",3,9,9
2011268,2011-10-02,"56,608,794",5,9,9
2011267,2011-10-01,"57,090,586",5,0,1
2011266,2011-09-30,"59,684,946",2,4,8
2011265,2011-09-29,"59,804,308",0,8,0
2011264,2011-09-28,"60,646,318",4,9,9
2011263,2011-09-27,"62,837,146",9,2,8
2011262,2011-09-26,"66,263,534",5,2,5
2011261,2011-09-25,"63,621,020",1,8,9
2011260,2011-09-24,"62,628,706",6,2,8
2011259,2011-09-23,"63,457,766",3,6,5
2011258,2011-09-22,"61,853,658",4,4,2
2011257,2011-09-21,"64,640,688",8,1,8
2011256,2011-09-20,"63,202,894",2,1,4
2011255,2011-09-19,"60,502,588",0,6,8
2011254,2011-09-18,"59,894,550",4,9,7
2011253,2011-09-17,"58,236,740",5,6,0
2011252,2011-09-16,"61,148,434",8,0,8
2011251,2011-09-15,"60,920,776",2,5,1
2011250,2011-09-14,"61,518,308",7,7,0
2011249,2011-09-13,"59,487,590",3,5,8
2011248,2011-09-12,"55,367,456",3,7,0
2011247,2011-09-11,"56,216,328",6,8,4
2011246,2011-09-10,"56,643,942",6,5,0
2011245,2011-09-09,"61,251,404",0,8,0
2011244,2011-09-08,"58,525,222",7,1,6
2011243,2011-09-07,"59,166,110",8,6,6
2011242,2011-09-05,"58,865,664",6,9,7
2011241,2011-09-05,"59,481,374",8,6,8
2011240,2011-09-04,"56,700,482",9,7,5
2011239,2011-09-03,"57,586,818",7,8,7
2011238,2011-09-02,"60,545,574",3,0,1
2011237,2011-09-01,"60,266,920",6,6,2
2011236,2011-08-31,"59,382,448",6,3,4
2011235,2011-08-30,"56,373,218",0,5,6
2011234,2011-08-29,"57,298,682",2,1,1
2011233,2011-08-28,"61,077,598",0,0,2
2011232,2011-08-27,"61,061,992",4,5,2
2011231,2011-08-26,"63,237,094",8,2,7
2011230,2011-08-25,"60,638,488",9,3,6
2011229,2011-08-24,"59,315,698",1,7,6
2011228,2011-08-23,"59,397,300",8,2,0
2011227,2011-08-22,"59,106,340",0,8,4
2011226,2011-08-21,"59,488,372",2,4,2
2011225,2011-08-20,"58,349,174",8,6,3
2011224,2011-08-19,"605,558,742",6,1,0
2011223,2011-08-18,"58,026,422",3,4,5
2011222,2011-08-17,"56,676,616",7,1,3
2011221,2011-08-16,"51,848,242",0,6,9
2011220,2011-08-15,"57,320,742",9,9,9
2011219,2011-08-14,"54,408,858",4,8,5
2011218,2011-08-13,"55,798,480",6,4,8
2011217,2011-08-12,"56,506,568",6,1,8
2011216,2011-08-11,"57,205,448",9,6,9
2011215,2011-08-10,"54,738,144",4,5,7
2011214,2011-08-09,"54,857,130",9,1,1
2011213,2011-08-08,"55,537,662",1,0,9
2011212,2011-08-07,"52,998,070",8,6,2
2011211,2011-08-06,"54,633,860",7,7,9
2011210,2011-08-05,"55,536,640",5,4,0
2011209,2011-08-04,"56,224,692",9,9,2
2011208,2011-08-03,"54,419,630",4,3,9
2011207,2011-08-02,"55,599,494",6,9,9
2011206,2011-08-01,"57,891,508",1,4,4
2011205,2011-07-31,"56,757,360",3,4,1
2011204,2011-07-30,"57,175,984",1,2,7
2011203,2011-07-29,"59,982,190",0,1,7
2011202,2011-07-28,"57,552,962",7,5,0
2011201,2011-07-27,"56,506,746",3,4,8
2011200,2011-07-26,"58,531,882",5,5,2
2011199,2011-07-25,"58,308,228",2,6,3
2011198,2011-07-24,"56,582,416",9,8,5
2011197,2011-07-23,"57,359,558",6,3,8
2011196,2011-07-22,"58,342,736",4,1,5
2011195,2011-07-21,"54,487,608",3,8,5
2011194,2011-07-20,"57,479,650",2,1,0
2011193,2011-07-19,"58,058,828",8,6,8
2011192,2011-07-18,"57,978,258",7,4,6
2011191,2011-07-17,"54,674,596",3,5,1
2011190,2011-07-16,"56,805,300",4,6,4
2011189,2011-07-15,"58,394,346",4,7,2
2011188,2011-07-14,"57,665,182",4,3,0
2011187,2011-07-13,"57,804,264",9,3,1
2011186,2011-07-12,"57,176,886",2,4,2
2011185,2011-07-11,"57,494,564",7,6,7
2011184,2011-07-10,"56,551,886",2,0,9
2011183,2011-07-09,"56,239,176",3,4,1
2011182,2011-07-08,"59,987,000",3,5,3
2011181,2011-07-07,"57,816,050",9,1,8
2011180,2011-07-06,"61,903,490",8,0,4
2011179,2011-07-05,"60,679,814",1,7,0
2011178,2011-07-04,"60,238,906",1,4,5
2011177,2011-07-03,"57,574,872",6,9,7
2011176,2011-07-02,"58,167,434",9,0,5
2011175,2011-07-01,"62,893,590",2,6,2
2011174,2011-06-30,"60,508,802",4,1,2
2011173,2011-06-29,"59,944,404",7,6,3
2011172,2011-06-28,"60,135,282",2,2,7
2011171,2011-06-27,"61,599,368",7,2,5
2011170,2011-06-26,"58,150,764",1,5,7
2011169,2011-06-25,"60,516,304",9,2,2
2011168,2011-06-24,"62,809,740",0,1,7
2011167,2011-06-23,"58,833,578",9,4,1
2011166,2011-06-22,"65,171,006",4,5,4
2011165,2011-06-21,"62,159,152",1,6,2
2011164,2011-06-20,"62,095,618",7,0,4
2011163,2011-06-19,"58,507,124",6,3,5
2011162,2011-06-18,"58,796,420",5,7,3
2011161,2011-06-17,"60,471,100",3,7,1
2011160,2011-06-16,"61,263,886",5,1,0
2011159,2011-06-15,"61,737,578",7,6,9
2011158,2011-06-14,"60,066,074",6,0,8
2011157,2011-06-13,"57,310,148",5,8,2
2011156,2011-06-12,"60,901,862",2,1,2
2011155,2011-06-11,"60,664,406",2,5,6
2011154,2011-06-10,"61,359,636",6,8,2
2011153,2011-06-09,"60,451,094",4,5,6
2011152,2011-06-08,"59,161,258",7,2,1
2011151,2011-06-07,"57,476,164",5,4,1
2011150,2011-06-06,"57,615,704",7,7,3
2011149,2011-06-05,"57,167,630",9,2,6
2011148,2011-06-04,"56,146,196",4,3,9
2011147,2011-06-03,"57,579,280",1,6,3
2011146,2011-06-02,"58,884,466",5,0,0
2011145,2011-06-01,"59,514,568",4,9,4
2011144,2011-05-31,"63,074,170",6,4,4
2011143,2011-05-30,"60,461,638",0,5,8
2011142,2011-05-29,"57,621,668",7,8,9
2011141,2011-05-28,"58,263,740",9,1,5
2011140,2011-05-27,"58,926,676",8,1,9
2011139,2011-05-26,"58,088,190",2,6,5
2011138,2011-05-25,"57,685,316",4,7,5
2011137,2011-05-24,"57,729,484",9,5,8
2011136,2011-05-23,"59,439,094",5,5,9
2011135,2011-05-22,"56,445,644",8,0,9
2011134,2011-05-21,"57,874,566",2,2,5
2011133,2011-05-20,"61,447,788",0,1,6
2011132,2011-05-19,"59,351,342",4,1,8
2011131,2011-05-18,"60,263,908",4,5,4
2011130,2011-05-17,"59,864,974",0,3,8
2011129,2011-05-16,"60,025,340",0,8,2
2011128,2011-05-15,"57,947,080",6,9,1
2011127,2011-05-14,"55,072,990",4,6,7
2011126,2011-05-13,"60,266,178",0,5,5
2011125,2011-05-12,"60,848,640",0,0,6
2011124,2011-05-11,"59,815,730",7,9,1
2011123,2011-05-10,"55,538,098",7,6,9
2011122,2011-05-09,"59,419,154",5,5,5
2011121,2011-05-08,"59,754,004",2,2,0
2011120,2011-05-07,"61,627,154",7,5,9
2011119,2011-05-06,"62,881,138",0,8,3
2011118,2011-05-05,"66,218,434",7,2,7
2011117,2011-05-04,"65,327,518",3,5,8
2011116,2011-05-03,"63,747,062",1,7,8
2011115,2011-05-02,"59,896,258",8,2,7
2011114,2011-05-01,"58,962,984",6,2,8
2011113,2011-04-30,"61,491,762",2,9,4
2011112,2011-04-29,"65,018,862",5,7,4
2011111,2011-04-28,"63,304,622",5,2,3
2011110,2011-04-27,"62,267,890",2,4,7
2011109,2011-04-26,"61,779,254",9,2,0
2011108,2011-04-25,"64,221,364",7,8,8
2011107,2011-04-24,"64,694,628",9,0,7
2011106,2011-04-23,"59,624,086",1,5,8
2011105,2011-04-22,"63,233,666",9,2,7
2011104,2011-04-21,"59,498,186",3,2,9
2011103,2011-04-20,"65,352,176",6,6,6
2011102,2011-04-19,"61,924,936",3,2,9
2011101,2011-04-18,"64,781,016",8,8,6
2011100,2011-04-17,"59,519,208",7,1,4
2011099,2011-04-16,"59,853,954",6,5,2
2011098,2011-04-15,"65,155,772",0,2,2
2011097,2011-04-14,"61,626,284",4,2,9
2011096,2011-04-13,"71,117,378",0,0,6
2011095,2011-04-12,"67,468,352",7,8,4
2011094,2011-04-11,"66,388,628",8,4,9
2011093,2011-04-10,"63,442,862",3,6,9
2011092,2011-04-09,"63,586,678",4,3,1
2011091,2011-04-08,"63,969,040",3,1,5
2011090,2011-04-07,"63,610,348",7,9,6
2011089,2011-04-06,"64,121,656",2,1,9
2011088,2011-04-05,"62,535,298",3,4,2
2011087,2011-04-04,"59,875,882",1,9,4
2011086,2011-04-03,"57,503,630",3,6,8
2011085,2011-04-02,"61,285,868",3,3,7
2011084,2011-04-01,"62,256,704",7,2,1
2011083,2011-03-31,"61,902,040",8,6,8
2011082,2011-03-30,"60,530,488",4,9,1
2011081,2011-03-29,"68,589,804",1,0,0
2011080,2011-03-28,"67,318,512",6,4,8
2011079,2011-03-27,"61,847,690",7,8,5
2011078,2011-03-26,"62,853,264",2,4,6
2011077,2011-03-25,"66,684,596",2,0,6
2011076,2011-03-24,"63,664,842",7,4,6
2011075,2011-03-23,"64,590,160",2,8,7
2011074,2011-03-22,"63,916,734",0,8,7
2011073,2011-03-21,"64,407,120",1,7,2
2011072,2011-03-20,"60,794,418",4,2,8
2011071,2011-03-19,"60,537,812",7,8,2
2011070,2011-03-18,"64,290,780",3,3,4
2011069,2011-03-17,"60,781,322",7,5,3
2011068,2011-03-16,"60,915,486",1,0,8
2011067,2011-03-15,"64,320,932",5,4,4
2011066,2011-03-14,"63,937,152",8,0,9
2011065,2011-03-13,"63,653,732",4,2,0
2011064,2011-03-12,"61,475,878",7,2,5
2011063,2011-03-11,"64,103,938",8,0,6
2011062,2011-03-10,"62,239,648",1,6,0
2011061,2011-03-09,"62,309,292",8,4,3
2011060,2011-03-08,"58,437,534",5,2,8
2011059,2011-03-07,"59,091,576",9,6,0
2011058,2011-03-06,"53,913,542",0,6,2
2011057,2011-03-05,"65,177,650",0,3,0
2011056,2011-03-04,"66,212,768",9,4,0
2011055,2011-03-03,"63,101,764",7,4,2
2011054,2011-03-02,"61,629,254",5,1,8
2011053,2011-03-01,"58,873,738",2,7,8
2011052,2011-02-28,"57,496,534",0,5,7
2011051,2011-02-27,"56,412,882",2,8,1
2011050,2011-02-26,"55,021,882",3,1,6
2011049,2011-02-25,"56,959,812",7,3,0
2011048,2011-02-24,"54,680,424",4,5,8
2011047,2011-02-23,"56,096,468",9,5,4
2011046,2011-02-22,"53,301,052",8,1,6
2011045,2011-02-21,"54,393,296",2,2,4
2011044,2011-02-20,"51,852,998",4,5,6
2011043,2011-02-19,"53,050,088",1,3,3
2011042,2011-02-18,"53,736,518",2,0,8
2011041,2011-02-17,"50,489,234",2,8,6
2011040,2011-02-16,"51,013,540",9,5,8
2011039,2011-02-15,"47,843,450",7,8,4
2011038,2011-02-14,"49,185,502",4,0,4
2011037,2011-02-13,"46,283,676",0,6,3
2011036,2011-02-12,"46,019,638",3,5,0
2011035,2011-02-11,"43,616,658",2,1,9
2011034,2011-02-10,"43,597,032",2,0,0
2011033,2011-02-09,"39,703,180",1,0,6
2011032,2011-02-01,"49,172,916",2,6,5
2011031,2011-01-31,"53,613,878",9,3,7
2011030,2011-01-30,"55,620,934",0,1,3
2011029,2011-01-29,"57,109,944",6,7,9
2011028,2011-01-28,"56,909,532",3,4,7
2011027,2011-01-27,"59,375,044",6,7,7
2011026,2011-01-26,"60,261,578",5,9,1
2011025,2011-01-25,"57,520,054",5,4,6
2011024,2011-01-24,"57,790,468",3,8,8
2011023,2011-01-23,"60,120,470",7,7,7
2011022,2011-01-22,"61,420,258",7,8,2
2011021,2011-01-21,"61,962,672",2,1,5
2011020,2011-01-20,"59,592,076",1,6,4
2011019,2011-01-19,"58,834,966",3,5,8
2011018,2011-01-18,"58,716,932",1,4,1
2011017,2011-01-17,"55,317,036",8,1,3
2011016,2011-01-16,"58,855,224",7,7,7
2011015,2011-01-15,"58,429,444",8,0,9
2011014,2011-01-14,"63,750,168",2,7,7
2011013,2011-01-13,"64,316,362",8,7,9
2011012,2011-01-12,"64,446,680",5,8,7
2011011,2011-01-11,"63,330,668",6,3,5
2011010,2011-01-10,"64,802,446",5,7,3
2011009,2011-01-09,"60,907,642",1,7,6
2011008,2011-01-08,"62,737,422",9,8,2
2011007,2011-01-07,"62,082,790",2,8,5
2011006,2011-01-06,"62,446,232",2,4,2
2011005,2011-01-05,"63,256,740",5,7,1
2011004,2011-01-04,"60,657,946",6,4,0
2011003,2011-01-03,"57,136,636",9,3,7
2011002,2011-01-02,"53,441,996",7,2,6
2011001,2011-01-01,"52,857,592",1,4,2
2012359,2012-12-31,"53,680,650",3,0,9
2012358,2012-12-30,"54,936,926",5,5,4
2012357,2012-12-29,"52,061,170",1,9,4
2012356,2012-12-28,"54,702,274",5,4,6
2012355,2012-12-27,"54,582,120",6,3,6
2012354,2012-12-26,"53,978,424",7,7,9
2012353,2012-12-25,"54,571,240",8,2,3
2012352,2012-12-24,"53,469,096",1,2,3
2012351,2012-12-23,"52,562,192",0,3,5
2012350,2012-12-22,"54,365,036",6,7,6
2012349,2012-12-21,"57,642,998",2,6,6
2012348,2012-12-20,"56,771,626",8,5,1
2012347,2012-12-19,"54,529,252",5,7,6
2012346,2012-12-18,"56,193,060",9,9,2
2012345,2012-12-17,"57,295,440",8,9,6
2012344,2012-12-16,"57,556,922",2,9,3
2012343,2012-12-15,"55,135,200",2,9,6
2012342,2012-12-14,"56,877,712",3,7,3
2012341,2012-12-13,"57,221,054",2,0,4
2012340,2012-12-12,"57,222,062",0,4,6
2012339,2012-12-11,"56,140,364",2,9,4
2012338,2012-12-10,"55,169,390",0,9,7
2012337,2012-12-09,"53,888,406",5,7,6
2012336,2012-12-08,"52,598,160",2,5,0
2012335,2012-12-07,"53,833,042",4,9,3
2012334,2012-12-06,"55,904,562",0,0,6
2012333,2012-12-05,"55,858,848",7,4,4
2012332,2012-12-04,"55,776,516",5,2,3
2012331,2012-12-03,"54,301,018",3,8,2
2012330,2012-12-02,"52,381,398",5,3,4
2012329,2012-12-01,"52,069,012",5,9,5
2012328,2012-11-30,"54,891,466",6,4,4
2012327,2012-11-29,"55,599,244",3,1,0
2012326,2012-11-28,"53,021,488",8,1,4
2012325,2012-11-27,"53,013,304",6,5,6
2012324,2012-11-26,"52,275,614",1,1,4
2012323,2012-11-25,"54,423,964",8,8,9
2012322,2012-11-24,"54,132,414",5,2,4
2012321,2012-11-23,"55,332,950",9,3,6
2012320,2012-11-22,"53,154,366",4,2,8
2012319,2012-11-21,"52,750,524",2,8,6
2012318,2012-11-20,"56,458,124",1,1,0
2012317,2012-11-19,"55,355,774",3,1,5
2012316,2012-11-18,"53,580,714",7,0,9
2012315,2012-11-17,"52,220,412",3,7,1
2012314,2012-11-16,"54,346,628",1,8,1
2012313,2012-11-15,"54,829,592",7,4,3
2012312,2012-11-14,"54,396,994",8,3,1
2012311,2012-11-13,"51,734,498",7,4,3
2012310,2012-11-12,"54,434,864",8,9,9
2012309,2012-11-11,"53,418,768",0,7,1
2012308,2012-11-10,"53,530,204",9,2,1
2012307,2012-11-09,"54,990,574",9,7,4
2012306,2012-11-08,"55,481,364",0,5,7
2012305,2012-11-07,"55,339,586",0,4,2
2012304,2012-11-06,"55,394,942",1,5,0
2012303,2012-11-05,"53,426,970",7,6,4
2012302,2012-11-04,"51,944,908",3,1,7
2012301,2012-11-03,"50,604,998",7,0,6
2012300,2012-11-02,"53,462,378",5,3,9
2012299,2012-11-01,"52,478,904",9,2,5
2012298,2012-10-31,"53,010,722",4,0,8
2012297,2012-10-30,"51,051,516",1,5,6
2012296,2012-10-29,"52,522,760",4,0,7
2012295,2012-10-28,"51,252,872",1,0,3
2012294,2012-10-27,"52,220,488",0,0,5
2012293,2012-10-26,"54,944,732",0,6,1
2012292,2012-10-25,"53,512,726",6,4,6
2012291,2012-10-24,"53,519,024",1,9,9
2012290,2012-10-23,"53,742,714",0,9,9
2012289,2012-10-22,"54,329,394",0,3,4
2012288,2012-10-21,"53,638,022",0,9,4
2012287,2012-10-20,"52,452,020",2,7,1
2012286,2012-10-19,"54,503,738",3,0,4
2012285,2012-10-18,"53,785,342",9,9,7
2012284,2012-10-17,"54,179,432",7,5,6
2012283,2012-10-16,"54,101,140",1,6,6
2012282,2012-10-15,"57,072,966",8,6,6
2012281,2012-10-14,"54,825,392",4,3,8
2012280,2012-10-13,"53,958,868",7,1,8
2012279,2012-10-12,"53,693,586",5,3,8
2012278,2012-10-11,"53,161,970",0,2,1
2012277,2012-10-10,"54,822,308",9,9,4
2012276,2012-10-09,"52,738,288",4,6,8
2012275,2012-10-08,"53,647,444",4,4,7
2012274,2012-10-07,"51,946,266",2,6,7
2012273,2012-10-06,"49,572,990",6,6,7
2012272,2012-10-05,"50,366,616",9,8,9
2012271,2012-10-04,"49,284,294",1,4,0
2012270,2012-10-03,"49,213,170",9,9,2
2012269,2012-10-02,"47,820,694",6,2,5
2012268,2012-10-01,"46,926,176",3,3,9
2012267,2012-09-30,"47,174,602",3,4,3
2012266,2012-09-29,"52,778,890",1,8,1
2012265,2012-09-28,"52,378,954",4,1,9
2012264,2012-09-27,"53,266,258",7,9,7
2012263,2012-09-26,"55,425,330",7,9,9
2012262,2012-09-25,"54,097,952",8,6,9
2012261,2012-09-24,"55,833,724",4,0,1
2012260,2012-09-23,"55,339,478",4,4,2
2012259,2012-09-22,"54,842,152",3,4,0
2012258,2012-09-21,"55,827,560",9,1,3
2012257,2012-09-20,"56,869,490",7,7,3
2012256,2012-09-19,"56,340,880",6,9,4
2012255,2012-09-18,"55,599,644",1,3,2
2012254,2012-09-17,"55,191,684",2,0,3
2012253,2012-09-16,"57,811,664",4,6,6
2012252,2012-09-15,"55,878,790",6,7,0
2012251,2012-09-14,"58,913,288",1,9,5
2012250,2012-09-13,"58,133,322",0,2,3
2012249,2012-09-12,"58,305,150",4,1,2
2012248,2012-09-11,"59,126,310",6,9,0
2012247,2012-09-10,"59,434,022",5,1,4
2012246,2012-09-09,"57,802,822",5,7,8
2012245,2012-09-08,"56,232,350",7,4,9
2012244,2012-09-07,"58,598,432",9,3,6
2012243,2012-09-06,"56,319,246",2,3,7
2012242,2012-09-05,"54,639,998",5,7,2
2012241,2012-09-04,"54,639,998",2,4,7
2012240,2012-09-03,"53,949,220",1,6,7
2012239,2012-09-02,"53,118,134",8,1,0
2012238,2012-09-01,"51,835,464",3,0,7
2012237,2012-08-31,"52,458,696",7,3,9
2012236,2012-08-30,"53,421,492",3,3,2
2012235,2012-08-29,"56,684,618",4,2,2
2012234,2012-08-28,"52,765,522",4,1,8
2012233,2012-08-27,"55,496,296",8,9,7
2012232,2012-08-26,"54,156,200",7,0,8
2012231,2012-08-25,"51,221,756",9,0,8
2012230,2012-08-24,"58,172,484",3,3,3
2012229,2012-08-23,"57,897,730",1,4,9
2012228,2012-08-22,"58,127,860",1,0,8
2012227,2012-08-21,"56,318,792",4,8,5
2012226,2012-08-20,"57,629,802",8,7,9
2012225,2012-08-19,"54,678,736",6,5,2
2012224,2012-08-18,"53,217,480",5,7,3
2012223,2012-08-17,"55,454,828",0,9,3
2012222,2012-08-16,"56,510,350",0,9,9
2012221,2012-08-15,"55,483,846",3,5,1
2012220,2012-08-14,"56,086,852",0,9,8
2012219,2012-08-13,"56,117,752",1,5,2
2012218,2012-08-12,"56,744,340",5,6,5
2012217,2012-08-11,"56,324,370",2,5,3
2012216,2012-08-10,"56,888,704",8,7,3
2012215,2012-08-09,"56,761,356",2,8,4
2012214,2012-08-08,"54,734,512",9,6,5
2012213,2012-08-07,"54,857,956",2,9,7
2012212,2012-08-06,"53,968,640",5,4,7
2012211,2012-08-05,"52,122,908",8,4,3
2012210,2012-08-04,"54,883,746",3,9,3
2012209,2012-08-03,"55,120,378",6,4,1
2012208,2012-08-02,"51,520,210",6,1,3
2012207,2012-08-01,"54,998,476",0,3,0
2012206,2012-07-31,"55,774,478",2,6,5
2012205,2012-07-30,"55,309,426",2,9,5
2012204,2012-07-29,"54,340,844",1,0,8
2012203,2012-07-28,"54,713,956",5,8,3
2012202,2012-07-27,"57,379,486",3,9,8
2012201,2012-07-26,"57,208,172",8,0,3
2012200,2012-07-25,"55,933,284",6,3,2
2012199,2012-07-24,"55,654,412",5,0,3
2012198,2012-07-23,"55,977,916",6,1,9
2012197,2012-07-22,"52,928,454",6,3,9
2012196,2012-07-21,"55,645,730",8,7,7
2012195,2012-07-20,"58,250,150",6,2,6
2012194,2012-07-19,"56,486,164",3,4,6
2012193,2012-07-18,"57,978,292",9,4,4
2012192,2012-07-17,"57,502,782",9,2,8
2012191,2012-07-16,"58,323,130",5,5,8
2012190,2012-07-15,"56,598,348",9,6,4
2012189,2012-07-14,"54,942,918",0,8,3
2012188,2012-07-13,"57,753,826",2,5,2
2012187,2012-07-12,"60,154,406",4,8,4
2012186,2012-07-11,"57,834,294",2,4,7
2012185,2012-07-10,"58,108,768",3,0,9
2012184,2012-07-09,"58,445,946",9,2,1
2012183,2012-07-08,"58,285,600",2,4,5
2012182,2012-07-07,"56,899,004",8,6,1
2012181,2012-07-06,"57,094,566",8,4,7
2012180,2012-07-05,"58,340,026",2,7,7
2012179,2012-07-04,"59,737,412",9,2,1
2012178,2012-07-03,"59,351,146",1,2,7
2012177,2012-07-02,"58,142,612",6,9,4
2012176,2012-07-01,"56,436,098",3,2,7
2012175,2012-06-30,"55,858,544",9,7,6
2012174,2012-06-29,"58,830,878",8,7,5
2012173,2012-06-28,"59,805,204",8,8,7
2012172,2012-06-27,"60,576,230",7,6,9
2012171,2012-06-26,"60,425,750",2,4,2
2012170,2012-06-25,"61,085,716",6,6,1
2012169,2012-06-24,"58,998,428",0,1,2
2012168,2012-06-23,"55,296,564",4,0,5
2012167,2012-06-22,"59,692,852",2,1,2
2012166,2012-06-21,"64,686,218",1,1,2
2012165,2012-06-20,"66,652,440",3,6,4
2012164,2012-06-19,"67,575,728",6,5,1
2012163,2012-06-18,"68,053,198",6,4,3
2012162,2012-06-17,"64,409,010",8,3,2
2012161,2012-06-16,"65,052,116",3,6,9
2012160,2012-06-15,"66,485,250",9,6,2
2012159,2012-06-14,"64,265,428",5,4,3
2012158,2012-06-13,"63,996,970",1,6,2
2012157,2012-06-12,"62,016,684",0,1,5
2012156,2012-06-11,"64,224,888",8,6,2
2012155,2012-06-10,"60,558,866",2,6,7
2012154,2012-06-09,"59,735,056",8,4,3
2012153,2012-06-08,"61,396,820",7,4,6
2012152,2012-06-07,"63,107,282",8,0,2
2012151,2012-06-06,"62,776,178",1,4,0
2012150,2012-06-05,"67,737,408",8,2,8
2012149,2012-06-04,"70,911,996",0,3,1
2012148,2012-06-03,"67,426,878",7,3,2
2012147,2012-06-02,"69,075,970",5,0,2
2012146,2012-06-01,"70,572,986",1,9,7
2012145,2012-05-31,"70,320,026",6,2,8
2012144,2012-05-30,"71,919,606",9,2,3
2012143,2012-05-29,"68,483,624",1,8,5
2012142,2012-05-28,"70,368,552",3,4,9
2012141,2012-05-27,"67,609,678",2,1,4
2012140,2012-05-26,"67,883,814",3,9,0
2012139,2012-05-25,"69,615,300",0,3,6
2012138,2012-05-24,"70,009,316",5,3,7
2012137,2012-05-23,"69,014,460",5,1,7
2012136,2012-05-22,"67,662,384",7,4,8
2012135,2012-05-21,"68,069,378",9,8,7
2012134,2012-05-20,"66,612,780",6,9,8
2012133,2012-05-19,"65,029,462",3,4,7
2012132,2012-05-18,"66,932,364",6,5,9
2012131,2012-05-17,"64,626,672",5,2,7
2012130,2012-05-16,"65,631,210",2,9,0
2012129,2012-05-15,"61,778,934",3,6,8
2012128,2012-05-14,"61,264,606",4,3,1
2012127,2012-05-13,"60,669,008",9,8,5
2012126,2012-05-12,"60,115,102",5,0,7
2012125,2012-05-11,"62,586,840",1,4,3
2012124,2012-05-10,"60,439,126",1,0,8
2012123,2012-05-09,"61,960,034",2,3,4
2012122,2012-05-08,"60,101,090",5,8,5
2012121,2012-05-07,"61,665,678",6,9,4
2012120,2012-05-06,"58,012,822",4,3,6
2012119,2012-05-05,"62,128,872",1,0,0
2012118,2012-05-04,"61,875,702",5,1,8
2012117,2012-05-03,"60,448,864",6,6,5
2012116,2012-05-02,"60,435,612",3,3,9
2012115,2012-05-01,"57,722,506",0,8,6
2012114,2012-04-30,"58,127,304",8,5,0
2012113,2012-04-29,"57,631,810",0,7,0
2012112,2012-04-28,"61,945,866",3,8,3
2012111,2012-04-27,"62,619,446",8,1,0
2012110,2012-04-26,"60,703,072",6,4,5
2012109,2012-04-25,"63,224,392",1,2,0
2012108,2012-04-24,"62,059,740",7,5,8
2012107,2012-04-23,"63,498,118",7,2,8
2012106,2012-04-22,"59,855,324",4,3,6
2012105,2012-04-21,"57,207,510",3,8,2
2012104,2012-04-20,"62,029,018",9,9,0
2012103,2012-04-19,"61,930,076",3,0,1
2012102,2012-04-18,"62,474,644",0,7,7
2012101,2012-04-17,"63,926,640",6,9,5
2012100,2012-04-16,"61,954,918",4,1,3
2012099,2012-04-15,"58,733,244",4,0,5
2012098,2012-04-14,"60,840,064",9,9,6
2012097,2012-04-13,"63,260,860",8,6,1
2012096,2012-04-12,"62,312,148",8,7,0
